Fecha Desde; Código Variedad; Descripción Variedad; Origen; Descripción Origen; Kilos; Precio Más Frecuente; Precio Máximo; Precio Mínimo
03/08/2020; F2 2302; JUDIAS VERDES GARRAFAL        ; 036; PONTEVEDRA          ; 000000154; 5; 7,5; 4
03/08/2020; F2 2302; JUDIAS VERDES GARRAFAL        ; 090; MARRUECOS           ; 000004774; 5; 7,5; 4
03/08/2020; F2 2304; JUDIA VERDE BOBY              ; 015; LA CORUÑA           ; 000000425; 2; 3; 1,85
03/08/2020; F2 2304; JUDIA VERDE BOBY              ; 036; PONTEVEDRA          ; 000000077; 2; 3; 1,85
03/08/2020; F2 2304; JUDIA VERDE BOBY              ; 090; MARRUECOS           ; 000002387; 2; 3; 1,85
03/08/2020; F2 2308; JUDIA VERDE HELDA             ; 015; LA CORUÑA           ; 000002586; 3; 3,75; 2,25
03/08/2020; F2 2308; JUDIA VERDE HELDA             ; 036; PONTEVEDRA          ; 000000469; 3; 3,75; 2,25
03/08/2020; F2 2308; JUDIA VERDE HELDA             ; 090; MARRUECOS           ; 000014539; 3; 3,75; 2,25
03/08/2020; F2 2403; LECHUGAS ROMANAS              ; 004; ALMERIA             ; 000001485; 0,39; 0,48; 0,31
03/08/2020; F2 2403; LECHUGAS ROMANAS              ; 028; MADRID              ; 000002490; 0,39; 0,48; 0,31
03/08/2020; F2 2403; LECHUGAS ROMANAS              ; 030; MURCIA              ; 000001320; 0,39; 0,48; 0,31
03/08/2020; F2 2403; LECHUGAS ROMANAS              ; 031; NAVARRA             ; 000003784; 0,39; 0,48; 0,31
03/08/2020; F2 2404; LECHUGAS ICEBERG              ; 004; ALMERIA             ; 000001822; 0,35; 0,39; 0,28
03/08/2020; F2 2404; LECHUGAS ICEBERG              ; 028; MADRID              ; 000003056; 0,35; 0,39; 0,28
03/08/2020; F2 2404; LECHUGAS ICEBERG              ; 030; MURCIA              ; 000001620; 0,35; 0,39; 0,28
03/08/2020; F2 2404; LECHUGAS ICEBERG              ; 031; NAVARRA             ; 000004644; 0,35; 0,39; 0,28
03/08/2020; F2 2406; LECHUGA TROCADERO             ; 004; ALMERIA             ; 000000338; 0,44; 0,52; 0,33
03/08/2020; F2 2406; LECHUGA TROCADERO             ; 028; MADRID              ; 000000566; 0,44; 0,52; 0,33
03/08/2020; F2 2406; LECHUGA TROCADERO             ; 030; MURCIA              ; 000000300; 0,44; 0,52; 0,33
03/08/2020; F2 2406; LECHUGA TROCADERO             ; 031; NAVARRA             ; 000000860; 0,44; 0,52; 0,33
03/08/2020; F2 2407; LECHUGA HOJA DE ROBLE         ; 004; ALMERIA             ; 000001215; 0,41; 0,47; 0,35
03/08/2020; F2 2407; LECHUGA HOJA DE ROBLE         ; 028; MADRID              ; 000002038; 0,41; 0,47; 0,35
03/08/2020; F2 2407; LECHUGA HOJA DE ROBLE         ; 030; MURCIA              ; 000001080; 0,41; 0,47; 0,35
03/08/2020; F2 2407; LECHUGA HOJA DE ROBLE         ; 031; NAVARRA             ; 000003096; 0,41; 0,47; 0,35
03/08/2020; F2 2408; LECHUGA BATAVIA               ; 004; ALMERIA             ; 000001080; 0,44; 0,5; 0,35
03/08/2020; F2 2408; LECHUGA BATAVIA               ; 028; MADRID              ; 000001811; 0,44; 0,5; 0,35
03/08/2020; F2 2408; LECHUGA BATAVIA               ; 030; MURCIA              ; 000000960; 0,44; 0,5; 0,35
03/08/2020; F2 2408; LECHUGA BATAVIA               ; 031; NAVARRA             ; 000002752; 0,44; 0,5; 0,35
03/08/2020; F2 2409; LECHUGA LOLLO ROSSO           ; 004; ALMERIA             ; 000000810; 0,41; 0,47; 0,35
03/08/2020; F2 2409; LECHUGA LOLLO ROSSO           ; 028; MADRID              ; 000001358; 0,41; 0,47; 0,35
03/08/2020; F2 2409; LECHUGA LOLLO ROSSO           ; 030; MURCIA              ; 000000720; 0,41; 0,47; 0,35
03/08/2020; F2 2409; LECHUGA LOLLO ROSSO           ; 031; NAVARRA             ; 000002064; 0,41; 0,47; 0,35
03/08/2020; F2 2501; COL LOMBARDA                  ; 040; SEGOVIA             ; 000002000; 0,5; 0,8; 0,4
03/08/2020; F2 2802; PEPINO CORTO TIPO ESPAÑOL     ; 004; ALMERIA             ; 000004000; 0,4; 0,5; 0,3
03/08/2020; F2 2802; PEPINO CORTO TIPO ESPAÑOL     ; 028; MADRID              ; 000018340; 0,4; 0,5; 0,3
03/08/2020; F2 2802; PEPINO CORTO TIPO ESPAÑOL     ; 041; SEVILLA             ; 000008000; 0,4; 0,5; 0,3
03/08/2020; F2 2901; PEREJIL                       ; 004; ALMERIA             ; 000001500; 0,5; 0,8; 0,5
03/08/2020; F2 3001; PIMIENTO VERDE ITALIANO       ; 004; ALMERIA             ; 000004858; 1; 1,55; 0,7
03/08/2020; F2 3001; PIMIENTO VERDE ITALIANO       ; 028; MADRID              ; 000001050; 1; 1,55; 0,7
03/08/2020; F2 3001; PIMIENTO VERDE ITALIANO       ; 030; MURCIA              ; 000000945; 1; 1,55; 0,7
03/08/2020; F2 3001; PIMIENTO VERDE ITALIANO       ; 040; SEGOVIA             ; 000001456; 1; 1,55; 0,7
03/08/2020; F2 3001; PIMIENTO VERDE ITALIANO       ; 045; TOLEDO              ; 000002100; 1; 1,55; 0,7
03/08/2020; F2 3003; PIMIENTOS ROJOS               ; 004; ALMERIA             ; 000004303; 1; 1,7; 1
03/08/2020; F2 3003; PIMIENTOS ROJOS               ; 028; MADRID              ; 000000930; 1; 1,7; 1
03/08/2020; F2 3003; PIMIENTOS ROJOS               ; 030; MURCIA              ; 000000837; 1; 1,7; 1
03/08/2020; F2 3003; PIMIENTOS ROJOS               ; 040; SEGOVIA             ; 000001290; 1; 1,7; 1
03/08/2020; F2 3003; PIMIENTOS ROJOS               ; 045; TOLEDO              ; 000001860; 1; 1,7; 1
03/08/2020; F2 3004; PIMIENTO DE PADRON            ; 004; ALMERIA             ; 000000972; 1,8; 2,75; 1,5
03/08/2020; F2 3004; PIMIENTO DE PADRON            ; 028; MADRID              ; 000000210; 1,8; 2,75; 1,5
03/08/2020; F2 3004; PIMIENTO DE PADRON            ; 030; MURCIA              ; 000000189; 1,8; 2,75; 1,5
03/08/2020; F2 3004; PIMIENTO DE PADRON            ; 040; SEGOVIA             ; 000000291; 1,8; 2,75; 1,5
03/08/2020; F2 3004; PIMIENTO DE PADRON            ; 045; TOLEDO              ; 000000420; 1,8; 2,75; 1,5
03/08/2020; F2 3008; PIMIENTOS LAMUYOS             ; 004; ALMERIA             ; 000003748; 1; 1,7; 0,9
03/08/2020; F2 3008; PIMIENTOS LAMUYOS             ; 028; MADRID              ; 000000810; 1; 1,7; 0,9
03/08/2020; F2 3008; PIMIENTOS LAMUYOS             ; 030; MURCIA              ; 000000729; 1; 1,7; 0,9
03/08/2020; F2 3008; PIMIENTOS LAMUYOS             ; 040; SEGOVIA             ; 000001123; 1; 1,7; 0,9
03/08/2020; F2 3008; PIMIENTOS LAMUYOS             ; 045; TOLEDO              ; 000001620; 1; 1,7; 0,9
03/08/2020; F2 3101; PUERROS                       ; 028; MADRID              ; 000002100; 1; 1,2; 0,9
03/08/2020; F2 3101; PUERROS                       ; 040; SEGOVIA             ; 000002000; 1; 1,2; 0,9
03/08/2020; F2 3101; PUERROS                       ; 045; TOLEDO              ; 000006000; 1; 1,2; 0,9
03/08/2020; F2 3601; TOMATE RAF                    ; 004; ALMERIA             ; 000006880; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 018; GRANADA             ; 000002668; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 029; MALAGA              ; 000000778; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 030; MURCIA              ; 000006950; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 041; SEVILLA             ; 000000180; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 064; BELGICA             ; 000001993; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 065; HOLANDA             ; 000002164; 1,5; 3; 1
03/08/2020; F2 3601; TOMATE RAF                    ; 069; PORTUGAL            ; 000003346; 1,5; 3; 1
03/08/2020; F2 3603; TOMATE PERA                   ; 004; ALMERIA             ; 000008408; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 018; GRANADA             ; 000003260; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 029; MALAGA              ; 000000950; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 030; MURCIA              ; 000008494; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 041; SEVILLA             ; 000000220; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 064; BELGICA             ; 000002435; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 065; HOLANDA             ; 000002644; 0,7; 1; 0,5
03/08/2020; F2 3603; TOMATE PERA                   ; 069; PORTUGAL            ; 000004090; 0,7; 1; 0,5
03/08/2020; F2 3607; TOMATE MAZARRON               ; 004; ALMERIA             ; 000016052; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 018; GRANADA             ; 000006224; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 029; MALAGA              ; 000001814; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 030; MURCIA              ; 000016216; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 041; SEVILLA             ; 000000420; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 064; BELGICA             ; 000004649; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 065; HOLANDA             ; 000005048; 0,8; 1,3; 0,7
03/08/2020; F2 3607; TOMATE MAZARRON               ; 069; PORTUGAL            ; 000007808; 0,8; 1,3; 0,7
03/08/2020; F2 3613; TOMATE DANIELA                ; 004; ALMERIA             ; 000016052; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 018; GRANADA             ; 000006224; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 029; MALAGA              ; 000001814; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 030; MURCIA              ; 000016216; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 041; SEVILLA             ; 000000420; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 064; BELGICA             ; 000004649; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 065; HOLANDA             ; 000005048; 0,6; 0,9; 0,4
03/08/2020; F2 3613; TOMATE DANIELA                ; 069; PORTUGAL            ; 000007808; 0,6; 0,9; 0,4
03/08/2020; F2 3614; TOMATE EN RAMA                ; 004; ALMERIA             ; 000012995; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 018; GRANADA             ; 000005039; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 029; MALAGA              ; 000001469; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 030; MURCIA              ; 000013127; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 041; SEVILLA             ; 000000340; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 064; BELGICA             ; 000003764; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 065; HOLANDA             ; 000004087; 0,7; 0,85; 0,5
03/08/2020; F2 3614; TOMATE EN RAMA                ; 069; PORTUGAL            ; 000006321; 0,7; 0,85; 0,5
03/08/2020; F2 3616; TOMATE CHERRY                 ; 004; ALMERIA             ; 000006880; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 018; GRANADA             ; 000002668; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 029; MALAGA              ; 000000778; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 030; MURCIA              ; 000006950; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 041; SEVILLA             ; 000000180; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 064; BELGICA             ; 000001993; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 065; HOLANDA             ; 000002164; 2; 2,4; 1,4
03/08/2020; F2 3616; TOMATE CHERRY                 ; 069; PORTUGAL            ; 000003346; 2; 2,4; 1,4
03/08/2020; F2 3621; TOMATE KUMATO                 ; 004; ALMERIA             ; 000009173; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 018; GRANADA             ; 000003557; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 029; MALAGA              ; 000001037; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 030; MURCIA              ; 000009266; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 041; SEVILLA             ; 000000240; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 064; BELGICA             ; 000002657; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 065; HOLANDA             ; 000002885; 1,4; 2,1; 1
03/08/2020; F2 3621; TOMATE KUMATO                 ; 069; PORTUGAL            ; 000004462; 1,4; 2,1; 1
03/08/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 040; SEGOVIA             ; 000021560; 0,4; 0,75; 0,35
03/08/2020; F2 3701; ZANAHORIAS O CARLOTA NANT     ; 047; VALLADOLID          ; 000040825; 0,4; 0,75; 0,35
03/08/2020; F2 3702; ZANAHORIA EN RAMA             ; 040; SEGOVIA             ; 000006440; 0,95; 1,06; 0,5
03/08/2020; F2 3702; ZANAHORIA EN RAMA             ; 047; VALLADOLID          ; 000012195; 0,95; 1,06; 0,5
03/08/2020; F2 4701; BROCOLI                       ; 030; MURCIA              ; 000007950; 1,6; 1,7; 1,3
03/08/2020; F2 4701; BROCOLI                       ; 046; VALENCIA            ; 000001000; 1,6; 1,7; 1,3
03/08/2020; F2 4801; YUCA                          ; 073; COLOMBIA            ; 000025420; 1; 1,2; 1
03/08/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 030; MURCIA              ; 000015040; 0; 0; 0
03/08/2020; F2 6001; CUARTA GAMA HORTALIZAS        ; 031; NAVARRA             ; 000008820; 0; 0; 0
03/08/2020; F2 6101; QUINTA GAMA HORTALIZAS        ; 040; SEGOVIA             ; 000004160; 0; 0; 0
03/08/2020; F3 0101; PATATA BLANCA                 ; 005; AVILA               ; 000006725; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 009; BURGOS              ; 000004425; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 024; LEON                ; 000003455; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 028; MADRID              ; 000003445; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 030; MURCIA              ; 000005625; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 040; SEGOVIA             ; 000018660; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 047; VALLADOLID          ; 000034075; 0,34; 0,47; 0,24
03/08/2020; F3 0101; PATATA BLANCA                 ; 069; PORTUGAL            ; 000002185; 0,34; 0,47; 0,24
03/08/2020; F3 0102; PATATA ROJA                   ; 005; AVILA               ; 000005649; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 009; BURGOS              ; 000003717; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 024; LEON                ; 000002902; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 028; MADRID              ; 000002894; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 030; MURCIA              ; 000004725; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 040; SEGOVIA             ; 000015674; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 047; VALLADOLID          ; 000028623; 0,42; 0,58; 0,36
03/08/2020; F3 0102; PATATA ROJA                   ; 069; PORTUGAL            ; 000001835; 0,42; 0,58; 0,36
03/08/2020; F3 0106; PATATA NUEVA                  ; 005; AVILA               ; 000004842; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 009; BURGOS              ; 000003186; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 024; LEON                ; 000002488; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 028; MADRID              ; 000002480; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 030; MURCIA              ; 000004050; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 040; SEGOVIA             ; 000013435; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 047; VALLADOLID          ; 000024534; 0,36; 0,72; 0,28
03/08/2020; F3 0106; PATATA NUEVA                  ; 069; PORTUGAL            ; 000001573; 0,36; 0,72; 0,28
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 005; AVILA               ; 000004304; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 009; BURGOS              ; 000002832; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 024; LEON                ; 000002211; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 028; MADRID              ; 000002205; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 030; MURCIA              ; 000003600; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 040; SEGOVIA             ; 000011942; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 047; VALLADOLID          ; 000021808; 0,32; 0,34; 0,29
03/08/2020; F3 0124; PATATA AGRIA GRANEL           ; 069; PORTUGAL            ; 000001398; 0,32; 0,34; 0,29
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 005; AVILA               ; 000005380; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 009; BURGOS              ; 000003540; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 024; LEON                ; 000002764; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 028; MADRID              ; 000002756; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 030; MURCIA              ; 000004500; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 040; SEGOVIA             ; 000014928; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 047; VALLADOLID          ; 000027260; 0,62; 0,68; 0,52
03/08/2020; F3 0133; PATATA MONA LISA CONFECCI     ; 069; PORTUGAL            ; 000001748; 0,62; 0,68; 0,52
03/08/2020; P4 0303; ATUN ROJO CIMARRON            ; 020; GUIPUZCOA           ; 000002612; 24,5; 32; 12,5
03/08/2020; P4 0303; ATUN ROJO CIMARRON            ; 030; MURCIA              ; 000003500; 24,5; 32; 12,5
03/08/2020; P4 0303; ATUN ROJO CIMARRON            ; 035; LAS PALMAS          ; 000004942; 24,5; 32; 12,5
03/08/2020; P4 0303; ATUN ROJO CIMARRON            ; 060; FRANCIA             ; 000001158; 24,5; 32; 12,5
03/08/2020; P4 0304; ATUN PATUDO U OBESO           ; 020; GUIPUZCOA           ; 000004852; 3,85; 4,5; 3
03/08/2020; P4 0304; ATUN PATUDO U OBESO           ; 030; MURCIA              ; 000006500; 3,85; 4,5; 3
03/08/2020; P4 0304; ATUN PATUDO U OBESO           ; 035; LAS PALMAS          ; 000009178; 3,85; 4,5; 3
03/08/2020; P4 0304; ATUN PATUDO U OBESO           ; 060; FRANCIA             ; 000002152; 3,85; 4,5; 3
03/08/2020; P4 0403; BACALAO FILETE                ; 015; LA CORUÑA           ; 000000004; 10,5; 12; 9
03/08/2020; P4 0403; BACALAO FILETE                ; 020; GUIPUZCOA           ; 000000045; 10,5; 12; 9
03/08/2020; P4 0403; BACALAO FILETE                ; 065; HOLANDA             ; 000000040; 10,5; 12; 9
03/08/2020; P4 0404; BACALAO SALADO                ; 015; LA CORUÑA           ; 000000109; 10,5; 17,5; 4,75
03/08/2020; P4 0404; BACALAO SALADO                ; 020; GUIPUZCOA           ; 000001168; 10,5; 17,5; 4,75
03/08/2020; P4 0404; BACALAO SALADO                ; 065; HOLANDA             ; 000001040; 10,5; 17,5; 4,75
03/08/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 015; LA CORUÑA           ; 000000097; 13; 14; 9
03/08/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 020; GUIPUZCOA           ; 000001034; 13; 14; 9
03/08/2020; P4 0405; BACALAO ENTERO S/C 4/6 KG     ; 065; HOLANDA             ; 000000920; 13; 14; 9
03/08/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 015; LA CORUÑA           ; 000000008; 20; 24; 18
03/08/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 020; GUIPUZCOA           ; 000000272; 20; 24; 18
03/08/2020; P4 0501; BESUGO DE 0,7 A 1 KG          ; 036; PONTEVEDRA          ; 000000240; 20; 24; 18
03/08/2020; P4 0502; BESUGO DE 1 A 1,5 KG.         ; 015; LA CORUÑA           ; 000000014; 25; 26; 24
